time,leftDuration,rightDuration,bottleVolume,pee,poo,sleepDuration,weight,note
2019-07-14 16:16,,,50,,,,,
2019-07-14 16:30,,,,,,3900,,
2019-07-14 16:32,,,30,,,,,
2019-07-14 17:44,,,,1,1,,,
2019-07-14 17:44,,,50,,,,,
2019-07-14 17:45,,,,,,6978,,
2019-07-14 20:01,,,80,,,,,
2019-07-14 20:05,,,,,,5444,,
2019-07-14 21:35,,,,1,1,,,
2019-07-14 22:04,,,120,,,,,
2019-07-14 22:15,,,,1,1,,,
2019-07-14 23:50,,,70,,,,,
2019-07-14 23:50,,,,,,,,
2019-07-15 00:05,,,30,,,,,
2019-07-15 00:26,,,,1,1,,,
2019-07-15 00:48,,,40,,,,,
2019-07-15 01:13,,,,,,9161,,
2019-07-15 03:55,,,90,,,,,
2019-07-15 03:59,,,,1,1,,,
2019-07-15 04:15,,,,,,9502,,
2019-07-15 06:59,,,,1,0,,,
2019-07-15 07:11,,,110,,,,,
2019-07-15 08:13,,,,,,5271,,
2019-07-15 09:41,,,,1,1,,,
2019-07-15 09:48,,,80,,,,,
2019-07-15 10:19,,,,,,7078,,
2019-07-15 12:17,,,,1,0,,,
2019-07-15 12:22,,,120,,,,,
2019-07-15 12:47,,,,0,1,,,
2019-07-15 13:27,,,,,,322,,
2019-07-15 14:00,,,,,,2932,,
2019-07-15 15:47,,,,1,0,,,
2019-07-15 15:50,,,70,,,,,
2019-07-15 17:41,,,,1,1,,,
2019-07-15 17:55,,,80,,,,,
2019-07-15 18:45,,,,,,8423,,
2019-07-15 21:05,,,,1,1,,,
2019-07-15 21:06,,,,1,0,,,
2019-07-15 21:48,,,120,,,,,
2019-07-15 22:01,,,,0,1,,,
2019-07-15 22:32,,,,,,2676,,
2019-07-15 23:35,,,50,,,,,
2019-07-15 23:35,,,,,,,,
2019-07-16 00:04,,,,1,0,,,
2019-07-16 00:45,,,30,,,,,
2019-07-16 00:55,,,,,,10416,,
2019-07-16 03:52,,,100,,,,,
2019-07-16 04:01,,,,1,1,,,
2019-07-16 04:41,,,,,,11587,,
2019-07-16 08:01,,,,1,1,,,
2019-07-16 08:16,,,90,,,,,
2019-07-16 09:02,,,,,,8076,,
2019-07-16 11:17,,,,1,1,,,
2019-07-16 11:35,,,60,,,,,
2019-07-16 12:10,,,,0,1,,,
2019-07-16 12:29,,,,,,3280,,
2019-07-16 13:43,,,110,,,,,
2019-07-16 13:48,,,,1,1,,,
2019-07-16 14:35,,,,,,6643,,
2019-07-16 16:44,,,110,,,,,
2019-07-16 17:16,,,,1,1,,,
2019-07-16 17:20,,,,,,,4450,
2019-07-16 17:27,,,,,,7764,,
2019-07-16 19:44,,,130,,,,,
2019-07-16 19:53,,,,1,0,,,
2019-07-16 21:52,,,,,,3366,,
2019-07-16 22:50,,,160,,,,,
2019-07-16 23:21,,,,1,1,,,
2019-07-16 23:55,,,30,,,,,
2019-07-16 23:55,,,,,,,,
2019-07-17 00:45,,,,1,0,,,
2019-07-17 01:25,,,60,,,,,
2019-07-17 02:16,,,,1,1,,,
2019-07-17 02:33,,,30,,,,,
2019-07-17 02:45,,,,,,13746,,
2019-07-17 06:51,,,110,,,,,
2019-07-17 06:58,,,,0,1,,,
2019-07-17 07:15,,,,,,15381,,
2019-07-17 11:32,,,,1,1,,,
2019-07-17 11:32,,,80,,,,,
2019-07-17 12:00,,,,,,312,,
2019-07-17 12:13,,,50,,,,,
2019-07-17 12:56,,,,,,2450,,
2019-07-17 13:35,,,50,,,,,
2019-07-17 13:36,,,,1,1,,,
2019-07-17 13:40,,,,,,2975,,
2019-07-17 14:37,,,40,,,,,
2019-07-17 14:42,,,,1,1,,,
2019-07-17 14:47,,,,0,1,,,
2019-07-17 14:47,,,50,,,,,
2019-07-17 14:48,,,,,,8657,,
2019-07-17 17:12,,,,,,,4500,
2019-07-17 17:30,,,,0,1,,,
2019-07-17 17:45,,,,,,3072,,
2019-07-17 18:41,,,,1,0,,,
2019-07-17 19:00,,,110,,,,,
2019-07-17 20:25,,,30,,,,,
2019-07-17 20:30,,,,,,4500,,
2019-07-17 21:40,,,70,,,,,
2019-07-17 22:05,,,,1,1,,,
2019-07-17 23:20,,,70,,,,,
2019-07-17 23:32,,,,1,0,,,
2019-07-17 23:32,,,,,,,,
2019-07-18 01:10,,,,1,1,,,
2019-07-18 01:30,,,90,,,,,
2019-07-18 02:05,,,,,,10144,,
2019-07-18 05:03,,,100,,,,,
2019-07-18 05:07,,,,1,0,,,
2019-07-18 05:40,,,,,,13500,,
2019-07-18 09:30,,,,1,1,,,
2019-07-18 09:41,,,120,,,,,
2019-07-18 09:41,,,,0,1,,,
2019-07-18 10:28,,,,,,6739,,
2019-07-18 12:37,,,,1,1,,,
2019-07-18 12:41,,,110,,,,,
2019-07-18 12:55,,,,,,4320,,
2019-07-18 14:17,,,,1,0,,,
2019-07-18 15:13,,,100,,,,,
2019-07-18 16:00,,,,,,,,Bottle removed
2019-07-18 16:13,,,,1,1,,,
2019-07-18 16:25,,,,,,8100,,
2019-07-18 16:27,,,30,,,,,
2019-07-18 18:50,,,,1,1,,,
2019-07-18 19:04,,,60,,,,,
2019-07-18 19:04,,,,,,3383,,
2019-07-18 19:55,,,30,,,,,
2019-07-18 20:00,,,,1,1,,,
2019-07-18 20:26,,,30,,,,,
2019-07-18 20:37,,,,,,,,Bottle taken out
2019-07-18 21:32,,,,1,1,,,
2019-07-18 21:32,,,70,,,,,
2019-07-18 21:44,,,,0,1,,,
2019-07-18 23:06,,,80,,,,,
2019-07-18 23:08,,,,,,,4550,
2019-07-18 23:45,,,,,,2100,,
2019-07-18 23:45,,,,,,,,
2019-07-19 00:30,,,,1,0,,,
2019-07-19 00:35,,,50,,,,,
2019-07-19 00:42,,,,1,1,,,
2019-07-19 01:00,,,30,,,,,
2019-07-19 01:05,,,,,,10775,,
2019-07-19 04:10,,,90,,,,,
2019-07-19 04:14,,,,1,1,,,
2019-07-19 05:02,,,,,,11301,,
2019-07-19 08:10,,,,1,1,,,
2019-07-19 08:28,,,90,,,,,
2019-07-19 08:29,,,,,,9344,,
2019-07-19 11:09,,,80,,,,,
2019-07-19 11:18,,,,1,1,,,
2019-07-19 11:42,,,,1,0,,,
2019-07-19 11:55,,,,,,7500,,
2019-07-19 11:55,,,30,,,,,
2019-07-19 14:38,,,110,,,,,
2019-07-19 14:38,,,,1,1,,,
2019-07-19 15:44,,,,,,3907,,
2019-07-19 16:58,,,50,,,,,
2019-07-19 17:15,,,,,,600,,
2019-07-19 17:40,,,40,,,,,
2019-07-19 17:43,,,,0,1,,,
2019-07-19 18:05,,,,,,4174,,
2019-07-19 19:14,,,80,,,,,
2019-07-19 19:50,,,,,,4500,,
2019-07-19 21:26,,,,1,0,,,
2019-07-19 21:27,,,50,,,,,
2019-07-19 21:34,,,,,,,4600,
2019-07-19 21:39,,,,0,1,,,
2019-07-19 21:39,,,60,,,,,
2019-07-19 21:55,,,,,,3300,,
2019-07-19 23:10,,,110,,,,,
2019-07-19 23:10,,,,,,,,
2019-07-20 00:00,,,,,,7651,,
2019-07-20 02:17,,,,1,1,,,
2019-07-20 02:31,,,110,,,,,
2019-07-20 02:35,,,,0,1,,,
2019-07-20 03:00,,,30,,,,,
2019-07-20 03:35,,,,,,492,,
2019-07-20 04:07,,,30,,,,,
2019-07-20 04:16,,,,1,0,,,
2019-07-20 04:28,,,30,,,,,
2019-07-20 04:29,,,,,,12031,,
2019-07-20 08:00,,,90,,,,,
2019-07-20 08:06,,,,1,1,,,
2019-07-20 08:58,,,,,,3068,,
2019-07-20 09:49,,,,1,1,,,
2019-07-20 10:02,,,,0,1,,,
2019-07-20 10:03,,,30,,,,,
2019-07-20 10:48,,,40,,,,,
2019-07-20 10:49,,,,,,2125,,
2019-07-20 11:55,,,,1,1,,,
2019-07-20 12:12,,,80,,,,,
2019-07-20 12:49,,,,1,0,,,
2019-07-20 13:24,,,60,,,,,
2019-07-20 13:51,,,,,,2922,,
2019-07-20 14:44,,,,1,1,,,
2019-07-20 14:52,,,70,,,,,
2019-07-20 15:09,,,,,,301,,
2019-07-20 15:19,,,,,,725,,
2019-07-20 15:43,,,,,,930,,
2019-07-20 16:01,,,40,,,,,
2019-07-20 16:09,,,,1,0,,,
2019-07-20 16:10,,,,,,2352,,
2019-07-20 16:53,,,30,,,,,
2019-07-20 17:00,,,,,,3732,,
2019-07-20 18:12,,,90,,,,,
2019-07-20 18:29,,,,1,1,,,
2019-07-20 18:30,,,,,,8779,,
2019-07-20 21:17,,,,1,1,,,
2019-07-20 21:22,,,60,,,,,
2019-07-20 21:44,,,,1,0,,,
2019-07-20 21:44,,,,,,,4600,
2019-07-20 21:56,,,50,,,,,
2019-07-20 22:25,,,,,,3900,,
2019-07-20 23:29,,,50,,,,,
2019-07-20 23:59,,,50,,,,,
2019-07-20 23:59,,,,,,,,
2019-07-21 00:00,,,,,,6938,,
2019-07-21 02:10,,,,1,1,,,
2019-07-21 02:10,,,60,,,,,
2019-07-21 02:14,,,,0,1,,,
2019-07-21 03:00,,,,,,5937,,
2019-07-21 04:45,,,,1,1,,,
2019-07-21 04:55,,,30,,,,,
2019-07-21 05:05,,,,,,2416,,
2019-07-21 05:45,,,60,,,,,
2019-07-21 06:07,,,,1,0,,,
2019-07-21 06:15,,,,,,6650,,
2019-07-21 08:21,,,80,,,,,
2019-07-21 08:25,,,,1,0,,,
2019-07-21 08:30,,,,,,11100,,
2019-07-21 11:48,,,,1,0,,,
2019-07-21 12:00,,,90,,,,,
2019-07-21 13:00,,,,,,421,,
2019-07-21 13:18,,,30,,,,,
2019-07-21 13:20,,,,,,4596,,
2019-07-21 14:36,,,,1,1,,,
2019-07-21 14:36,,,90,,,,,
2019-07-21 15:22,,,,,,2708,,
2019-07-21 16:07,,,,1,0,,,
2019-07-21 16:16,,,50,,,,,
2019-07-21 16:24,,,,,,3126,,
2019-07-21 17:16,,,,0,1,,,
2019-07-21 17:23,,,60,,,,,
2019-07-21 17:33,,294,,,,,,
2019-07-21 18:31,,,,1,1,,,
2019-07-21 18:31,,,30,,,,,
2019-07-21 19:15,,,,,,600,,
2019-07-21 19:19,,,70,,,,,
2019-07-21 19:46,,,,1,1,,,
2019-07-21 19:47,,,,,,2999,,
2019-07-21 21:27,,,80,,,,,
2019-07-21 22:24,,,,,,,4650,
2019-07-21 23:09,,,60,,,,,
2019-07-21 23:10,,,30,,,,,
2019-07-21 23:10,,,,,,,,
2019-07-22 01:25,,,,,,7659,,
2019-07-22 03:41,,,,1,1,,,
2019-07-22 03:58,,,90,,,,,
2019-07-22 04:04,,,,,,7050,,
2019-07-22 06:03,,,,1,0,,,
2019-07-22 06:09,,,50,,,,,
2019-07-22 06:25,,,,,,4200,,
2019-07-22 07:50,,,,1,1,,,
2019-07-22 08:00,,,60,,,,,
2019-07-22 08:55,,,,,,6000,,
2019-07-22 10:45,,,,1,1,,,
2019-07-22 11:00,,,110,,,,,
2019-07-22 11:49,,,,,,3751,,
2019-07-22 12:59,,318,,,,,,
2019-07-22 13:08,,,110,,,,,
2019-07-22 13:57,,,30,,,,,
2019-07-22 14:07,,,,1,1,,,
2019-07-22 14:10,,,,,,3601,,
2019-07-22 15:25,,,50,,,,,
2019-07-22 15:40,,,,1,0,,,
2019-07-22 15:59,,,40,,,,,
2019-07-22 16:18,,,,0,1,,,
2019-07-22 16:25,,,,,,3536,,
2019-07-22 17:23,,96,,,,,,
2019-07-22 17:23,45,,,,,,,
2019-07-22 17:46,,,80,,,,,
2019-07-22 17:59,,,,1,0,,,
2019-07-22 18:40,,,,,,4276,,
2019-07-22 20:07,,,100,,,,,
2019-07-22 20:12,,,,,,,4750,
2019-07-22 20:13,,,,1,1,,,
2019-07-22 21:55,,,50,,,,,
2019-07-22 22:14,,,,1,0,,,
2019-07-22 22:35,,,,,,1993,,
2019-07-22 23:33,,,60,,,,,
2019-07-22 23:48,,,,,,995,,
2019-07-22 23:48,,,,,,,,
2019-07-23 00:17,,,,1,1,,,
2019-07-23 00:24,,,60,,,,,
2019-07-23 00:35,,,,,,11847,,
2019-07-23 04:01,,,60,,,,,
2019-07-23 04:08,,,,,,8145,,
2019-07-23 06:28,,,50,,,,,
2019-07-23 06:33,,,,1,1,,,
2019-07-23 06:41,,,,,,6795,,
2019-07-23 08:55,,,,1,0,,,
2019-07-23 08:56,,,60,,,,,
2019-07-23 09:09,,,,,,4110,,
2019-07-23 10:26,,,,0,1,,,
2019-07-23 10:39,,,50,,,,,
2019-07-23 10:44,,,,1,1,,,
2019-07-23 10:46,,,,,,1657,,
2019-07-23 11:30,,,,,,3037,,
2019-07-23 12:20,,,,1,1,,,
2019-07-23 12:25,,,90,,,,,
2019-07-23 12:34,,,,0,1,,,
2019-07-23 13:00,,,,1,0,,,
2019-07-23 13:44,,,,,,713,,
2019-07-23 13:56,,,,1,1,,,
2019-07-23 14:00,,,,,,2852,,
2019-07-23 14:57,,,80,,,,,
